genename	celltype1	celltype2	celltype3
ZNF706	FPP_11	NB	
AANAT	NB		
AARD	NB		
ABCA7	NB		
ABCE1	NB		
ABHD15	NB		
AC011498.4	NB		
AC073610.2	NB		
ACAP1	NB		
ACD	NB		
ACO2	NB		
ACVR2B	NB		
ADAMTS13	NB		
ADAMTS2	NB		
ADARB1	NB		
ADGRA3	NB		
ADM5	NB		
AFDN	NB		
AFF4	NB		
AGBL3	NB		
AGPAT4	NB		
AHCYL2	NB		
AJUBA	NB		
AKR1A1	NB		
AKR1C3	NB		
AKT1	NB		
AL592490.1	NB		
ALDH4A1	NB		
ALG14	NB		
AMER2	NB		
ANAPC5	NB		
ANGPTL2	NB		
ANKRD13C	NB		
ANKRD17	NB		
ANKRD36C	NB		
ANKRD50	NB		
ANKRD6	NB		
ANO2	NB		
ANP32A	NB		
APBB1	NB		
APOM	NB		
AQP11	NB		
ARFGEF2	NB		
ARHGAP42	NB		
ARHGEF10	NB		
ARHGEF7	NB		
ARID4A	NB		
ARL6	NB		
ARMC4	NB		
ARMC5	NB		
ARNTL	NB		
ARPC2	NB		
ASB1	NB		
ASCC1	NB		
ASIC4	NB		
ASNS	NB		
ASTN1	NB		
ASXL3	NB		
ATCAY	NB		
ATF4	NB		
ATL3	NB		
ATP1A3	NB		
ATP5PF	NB		
ATP6V1H	NB		
ATP8B2	NB		
AURKAIP1	NB		
AZIN1	NB		
AZU1	NB		
BARHL1	NB		
BAZ2A	NB		
BBX	NB		
BCDIN3D	NB		
BCL10	NB		
BCL7A	NB		
BCO2	NB		
BCR	NB		
BHLHE41	NB		
BIN3	NB		
BLOC1S3	NB		
BORCS5	NB		
BORCS7	NB		
BRIX1	NB		
BTN2A2	NB		
BTN3A2	NB		
BUD31	NB		
BZW1	NB		
C11orf58	NB		
C12orf56	NB		
C14orf93	NB		
C16orf95	NB		
C18orf32	NB		
C19orf25	NB		
C1QTNF3	NB		
C20orf96	NB		
C2CD4C	NB		
C2orf15	NB		
C5orf30	NB		
C5orf51	NB		
C6orf226	NB		
C7orf50	NB		
C9orf116	NB		
CA7	NB		
CACNA1E	NB		
CACUL1	NB		
CALCOCO1	NB		
CALHM2	NB		
CAMK1	NB		
CAMK2D	NB		
CANX	NB		
CAPN1	NB		
CARS2	NB		
CBS	NB		
CBWD5	NB		
CBX2	NB		
CBX3	NB		
CBY1	NB		
CCDC121	NB		
CCDC148	NB		
CCDC181	NB		
CCDC28A	NB		
CCDC86	NB		
CCDC93	NB		
CCM2	NB		
CD74	NB		
CDC42BPA	NB		
CDKN1C	NB		
CENPA	NB		
CEP120	NB		
CEP128	NB		
CEP44	NB		
CGGBP1	NB		
CHCHD1	NB		
CHD1L	NB		
CHD9	NB		
CHFR	NB		
CHGB	NB		
CHP1	NB		
CHPF	NB		
CHRD	NB		
CIB1	NB		
CLCN7	NB		
CLCNKB	NB		
CLEC11A	NB		
CLEC4A	NB		
CLN6	NB		
CLSTN2	NB		
CNBD2	NB		
CNP	NB		
CNTN6	NB		
CNTNAP2	NB		
COLEC12	NB		
COMMD4	NB		
COMMD8	NB		
COPS2	NB		
COPS7A	NB		
CORO6	NB		
COX5A	NB		
COX6C	NB		
COX8A	NB		
CREB3L4	NB		
CS	NB		
CSMD3	NB		
CTDSP1	NB		
CTTNBP2NL	NB		
CTU2	NB		
CXXC1	NB		
CXXC4	NB		
CYB561	NB		
CYP20A1	NB		
CYP27A1	NB		
CYYR1	NB		
DAAM1	NB		
DCBLD1	NB		
DCUN1D5	NB		
DDX10	NB		
DDX39B	NB		
DEPDC5	NB		
DERL2	NB		
DFFA	NB		
DGUOK	NB		
DHCR7	NB		
DHX16	NB		
DHX40	NB		
DIRAS2	NB		
DNHD1	NB		
DNLZ	NB		
DNMBP	NB		
DSC2	NB		
DSTN	NB		
DUSP19	NB		
DYNLT1	NB		
E2F6	NB		
EBF1	NB		
EDEM2	NB		
EEF1AKMT1	NB		
EEF1AKMT2	NB		
EEF1AKMT3	NB		
EEF2KMT	NB		
EFCC1	NB		
EFR3A	NB		
EGR1	NB		
EIF2B4	NB		
EIF3I	NB		
EIF4A1	NB		
EIF4H	NB		
ELF3	NB		
ELFN1	NB		
ELOVL3	NB		
EMC10	NB		
EML1	NB		
EML4	NB		
EMSY	NB		
ENC1	NB		
ENPP2	NB		
EPN3	NB		
ERAL1	NB		
ERBIN	NB		
ERI3	NB		
ETFBKMT	NB		
EVC	NB		
EVI5L	NB		
EXOC6	NB		
EXT1	NB		
FAM104A	NB		
FAM177A1	NB		
FAM21B	NB		
FAM222A	NB		
FAM47E	NB		
FAM8A1	NB		
FAM98C	NB		
FANK1	NB		
FBLN2	NB		
FBRSL1	NB		
FBXL20	NB		
FBXO48	NB		
FBXO5	NB		
FEZ1	NB		
FGF12	NB		
FKBP1B	NB		
FNDC4	NB		
FST	NB		
FTCD	NB		
FUT1	NB		
FXYD2	NB		
FYCO1	NB		
GAB1	NB		
GALNT16	NB		
GALT	NB		
GATB	NB		
GBA	NB		
GCGR	NB		
GCN1	NB		
GDAP1	NB		
GEM	NB		
GET4	NB		
GHRH	NB		
GK5	NB		
GLIS1	NB		
GLRX3	NB		
GLUL	NB		
GMPR2	NB		
GNB1	NB		
GNG11	NB		
GOLGB1	NB		
GOLIM4	NB		
GOT1	NB		
GPC6	NB		
GPI	NB		
GPR150	NB		
GPSM1	NB		
GREM2	NB		
GRIK5	NB		
GRK6	NB		
GRM3	NB		
GRPEL1	NB		
GSE1	NB		
GTPBP4	NB		
GUCA1A	NB		
GUCY1B1	NB		
HACD3	NB		
HAGHL	NB		
HAUS4	NB		
HDAC5	NB		
HDLBP	NB		
HEATR1	NB		
HELQ	NB		
HERC1	NB		
HERC4	NB		
HID1	NB		
HIST2H2AA3	NB		
HLCS	NB		
HMBS	NB		
HMG20B	NB		
HMGN4	NB		
HNRNPC	NB		
HNRNPH3	NB		
HSBP1	NB		
HSD17B8	NB		
HSPB8	NB		
HSPG2	NB		
IDUA	NB		
IER3	NB		
IFITM1	NB		
IGFBPL1	NB		
IGSF8	NB		
IGSF9	NB		
IGSF9B	NB		
IL20RB	NB		
IMP4	NB		
IMPA2	NB		
ING5	NB		
INTS14	NB		
INTS9	NB		
IPO13	NB		
IPO5	NB		
IPO9	NB		
IQCB1	NB		
IQCK	NB		
IQGAP2	NB		
IRF2	NB		
IRX2	NB		
ISL1	NB		
JADE1	NB		
KAZN	NB		
KCNB2	NB		
KCNH5	NB		
KCNIP3	NB		
KCNK10	NB		
KCNMB3	NB		
KCTD18	NB		
KDM4B	NB		
KDM6B	NB		
KHNYN	NB		
KIAA0100	NB		
KIAA0319L	NB		
KIAA0408	NB		
KIAA0586	NB		
KIAA0895L	NB		
KIAA1328	NB		
KIAA2013	NB		
KIF21A	NB		
KIF5A	NB		
KLHL11	NB		
KLHL36	NB		
KLHL5	NB		
KLHL8	NB		
KRBA1	NB		
KREMEN1	NB		
KSR2	NB		
L3MBTL3	NB		
LARP6	NB		
LARP7	NB		
LBH	NB		
LDLRAD3	NB		
LGMN	NB		
LHFPL6	NB		
LHX6	NB		
LIMK1	NB		
LIN28A	NB		
LIPE	NB		
LMF2	NB		
LNP1	NB		
LNX1	NB		
LOXL4	NB		
LPAR1	NB		
LRAT	NB		
LRIG1	NB		
LRIG2	NB		
LRP12	NB		
LRRC37B	NB		
LRRC41	NB		
LRRC56	NB		
LRRC58	NB		
LRRCC1	NB		
LTBP4	NB		
LY6E	NB		
MACC1	NB		
MAFF	NB		
MAGOH	NB		
MAML3	NB		
MAP9	NB		
MAPK1IP1L	NB		
MAPK7	NB		
MAPK8IP2	NB		
MAPKAPK2	NB		
MAST1	NB		
MAST3	NB		
MASTL	NB		
MBD2	NB		
MBNL1	NB		
MCL1	NB		
MCM3	NB		
MDGA1	NB		
MDN1	NB		
MED11	NB		
METTL3	NB		
MFAP4	NB		
MFSD2A	NB		
MFSD4A	NB		
MFSD8	NB		
MGAT4B	NB		
MIB1	NB		
MIB2	NB		
MKNK1	NB		
MLF1	NB		
MMP15	NB		
MMRN1	NB		
MOB3C	NB		
MOCS2	NB		
MPDU1	NB		
MRPL15	NB		
MRPL36	NB		
MRPS34	NB		
MRPS35	NB		
MRPS5	NB		
MTERF1	NB		
MTSS1	NB		
MVP	NB		
MYBBP1A	NB		
MYMX	NB		
MYO16	NB		
MYOZ1	NB		
MYRF	NB		
MYSM1	NB		
MYT1	NB		
NAA35	NB		
NAA60	NB		
NAGA	NB		
NAP1L1	NB		
NBL1	NB		
NBPF9	NB		
NCAM1	NB		
NCBP3	NB		
NCCRP1	NB		
NCOR1	NB		
NDUFA11	NB		
NDUFA12	NB		
NDUFA13	NB		
NDUFA9	NB		
NDUFB6	NB		
NEIL1	NB		
NELFB	NB		
NET1	NB		
NEURL4	NB		
NEUROG2	NB		
NFE2L3	NB		
NFU1	NB		
NGLY1	NB		
NIBAN1	NB		
NNAT	NB		
NOA1	NB		
NOC3L	NB		
NOL4L	NB		
NOLC1	NB		
NOP10	NB		
NOXO1	NB		
NPDC1	NB		
NPPB	NB		
NPW	NB		
NR2C1	NB		
NR2C2	NB		
NR2F6	NB		
NR3C1	NB		
NRSN2	NB		
NSMCE3	NB		
NUCB1	NB		
NUDT13	NB		
NUP85	NB		
NXPE3	NB		
OBI1	NB		
OBSL1	NB		
OCIAD2	NB		
OGDH	NB		
OLFM2	NB		
OLIG3	NB		
OPRK1	NB		
ORMDL1	NB		
OSBPL5	NB		
OST4	NB		
OSTC	NB		
OTUD7A	NB		
PA2G4	NB		
PAFAH1B1	NB		
PAK1IP1	NB		
PAX8	NB		
PC	NB		
PCDHA10	NB		
PCYT1A	NB		
PDCD5	NB		
PDIA3	NB		
PDIA6	NB		
PDIK1L	NB		
PDP1	NB		
PDS5B	NB		
PDSS2	NB		
PEF1	NB		
PEX14	NB		
PFDN5	NB		
PGAM1	NB		
PGAP2	NB		
PGGHG	NB		
PHETA2	NB		
PHF12	NB		
PHLDB2	NB		
PHRF1	NB		
PHTF2	NB		
PHYHIP	NB		
PIBF1	NB		
PICK1	NB		
PIGF	NB		
PIGL	NB		
PIK3C2B	NB		
PITPNM2	NB		
PITRM1	NB		
PIWIL2	NB		
PLA2G15	NB		
PLAA	NB		
PLAC9	NB		
PLEKHB1	NB		
PLPP2	NB		
PLPP3	NB		
PLPP7	NB		
PNO1	NB		
POMC	NB		
PPM1G	NB		
PPM1N	NB		
PPOX	NB		
PPP1R12B	NB		
PPP1R1B	NB		
PPP1R3C	NB		
PPP2R2C	NB		
PPP2R5B	NB		
PPP2R5D	NB		
PPP5D1	NB		
PPRC1	NB		
PRMT7	NB		
PRR13	NB		
PRR15	NB		
PRSS27	NB		
PSMA6	NB		
PSMD11	NB		
PSMD14	NB		
PSMG1	NB		
PTCD3	NB		
PTPN2	NB		
PTPN21	NB		
PTPRN	NB		
PUS7	NB		
PUS7L	NB		
PXMP4	NB		
PYY	NB		
R3HCC1L	NB		
RAB23	NB		
RAB25	NB		
RAB40B	NB		
RABEP1	NB		
RABIF	NB		
RAC2	NB		
RAD23A	NB		
RALA	NB		
RAMP2	NB		
RANBP3	NB		
RASGRP1	NB		
RASL10A	NB		
RBBP9	NB		
RBFOX3	NB		
RBKS	NB		
RBL1	NB		
RBM46	NB		
RCAN1	NB		
RDH11	NB		
REX1BD	NB		
RFFL	NB		
RHOQ	NB		
RIOK2	NB		
RNASET2	NB		
RNF145	NB		
RNF165	NB		
RNF216	NB		
RPL10A	NB		
RPL23A	NB		
RPL29	NB		
RPL30	NB		
RPL37A	NB		
RPP25L	NB		
RPS28	NB		
RPS6KL1	NB		
RPSA	NB		
RRNAD1	NB		
RRP1B	NB		
RSL1D1	NB		
RSRC2	NB		
RTN3	NB		
RUFY3	NB		
RUVBL2	NB		
RWDD2B	NB		
RYBP	NB		
SAMD11	NB		
SAMD13	NB		
SART1	NB		
SCAP	NB		
SCG2	NB		
SCN1B	NB		
SCOC	NB		
SCRN2	NB		
SDC2	NB		
SDCBP	NB		
SDCBP2	NB		
SDF4	NB		
SEC24A	NB		
SEC61A2	NB		
SEC61B	NB		
SEMA4B	NB		
SEMA6B	NB		
SERHL2	NB		
SERPINI1	NB		
SETD1A	NB		
SETD4	NB		
SF3B4	NB		
SFT2D1	NB		
SFXN1	NB		
SGSM1	NB		
SGTA	NB		
SHC4	NB		
SIM1	NB		
SKIDA1	NB		
SLC11A2	NB		
SLC25A13	NB		
SLC2A4	NB		
SLC2A8	NB		
SLC30A2	NB		
SLC35A3	NB		
SLC39A9	NB		
SLC48A1	NB		
SLC4A8	NB		
SLC9A1	NB		
SLTM	NB		
SLX4IP	NB		
SMARCD3	NB		
SMPD2	NB		
SNAPC3	NB		
SNRPF	NB		
SNX11	NB		
SNX19	NB		
SNX25	NB		
SOD1	NB		
SORBS1	NB		
SOX11	NB		
SOX7	NB		
SP1	NB		
SP100	NB		
SPATA17	NB		
SPEN	NB		
STARD10	NB		
STK11	NB		
STK4	NB		
STKLD1	NB		
STMN2	NB		
STOX2	NB		
STX12	NB		
STXBP3	NB		
SUGT1	NB		
SULT1C4	NB		
SYNCRIP	NB		
SYNE2	NB		
SYPL1	NB		
TANK	NB		
TAPT1	NB		
TBC1D14	NB		
TBC1D4	NB		
TBRG1	NB		
TCF4	NB		
TCP11L2	NB		
TENT5C	NB		
TET1	NB		
TEX261	NB		
TGFBRAP1	NB		
TGIF1	NB		
THAP12	NB		
THAP7	NB		
THBD	NB		
THEM4	NB		
THOC1	NB		
TIMM10B	NB		
TINCR	NB		
TMED8	NB		
TMEFF1	NB		
TMEM102	NB		
TMEM130	NB		
TMEM144	NB		
TMEM145	NB		
TMEM167A	NB		
TMEM19	NB		
TMEM191C	NB		
TMEM256	NB		
TMEM260	NB		
TMPO	NB		
TNK2	NB		
TNKS	NB		
TOMM5	NB		
TONSL	NB		
TP53INP2	NB		
TPM1	NB		
TPM3	NB		
TPP2	NB		
TRAF3IP1	NB		
TRAF4	NB		
TRAPPC1	NB		
TRAPPC13	NB		
TRIB2	NB		
TRUB1	NB		
TSEN15	NB		
TSPAN14	NB		
TSPAN5	NB		
TSSK3	NB		
TTLL12	NB		
TTLL6	NB		
TTR	NB		
TWSG1	NB		
TXNL4A	NB		
TYW5	NB		
UAP1	NB		
UBQLN4	NB		
UBR2	NB		
UBTD1	NB		
UMAD1	NB		
UNC5A	NB		
UQCRFS1	NB		
USP16	NB		
USP21	NB		
USP34	NB		
USP40	NB		
VAC14	NB		
VASN	NB		
VCPKMT	NB		
VEGFC	NB		
VPS13D	NB		
VPS33A	NB		
VPS4A	NB		
VPS4B	NB		
WDR35	NB		
WDR48	NB		
WDR53	NB		
WDR6	NB		
WDR75	NB		
WDR82	NB		
WEE1	NB		
WIPF1	NB		
XKR8	NB		
YIPF2	NB		
YJU2	NB		
ZBED6	NB		
ZBTB44	NB		
ZBTB48	NB		
ZC3H14	NB		
ZC3H15	NB		
ZC3H18	NB		
ZCCHC9	NB		
ZDHHC21	NB		
ZNF10	NB		
ZNF106	NB		
ZNF107	NB		
ZNF132	NB		
ZNF14	NB		
ZNF177	NB		
ZNF212	NB		
ZNF225	NB		
ZNF250	NB		
ZNF254	NB		
ZNF274	NB		
ZNF3	NB		
ZNF337	NB		
ZNF383	NB		
ZNF439	NB		
ZNF486	NB		
ZNF585A	NB		
ZNF596	NB		
ZNF625	NB		
ZNF662	NB		
ZNF669	NB		
ZNF675	NB		
ZNF786	NB		
ZNF91	NB		
ZRANB1	NB		
ZSCAN30	NB		
ZYX	NB		
AAGAB	FPP_11		
AASS	FPP_11		
ABCA10	FPP_11		
ABCC5	FPP_11		
ABHD14B	FPP_11		
ABR	FPP_11		
ABRAXAS1	FPP_11		
AC005609.1	FPP_11		
AC007040.2	FPP_11		
AC008750.8	FPP_11		
AC008758.6	FPP_11		
AC010422.3	FPP_11		
AC016251.1	FPP_11		
AC024592.3	FPP_11		
AC027796.3	FPP_11		
AC090004.1	FPP_11		
AC093323.1	FPP_11		
AC104057.1	FPP_11		
ACOT1	FPP_11		
ACOX3	FPP_11		
ACTC1	FPP_11		
ACTN2	FPP_11		
ACTR8	FPP_11		
ACTRT2	FPP_11		
ADAMTS19	FPP_11		
ADAMTSL4	FPP_11		
ADGRL4	FPP_11		
ADHFE1	FPP_11		
ADRB2	FPP_11		
ADTRP	FPP_11		
AFMID	FPP_11		
AGAP8	FPP_11		
AIG1	FPP_11		
AJAP1	FPP_11		
AKAP11	FPP_11		
AKAP7	FPP_11		
AKR1E2	FPP_11		
AL139353.1	FPP_11		
ALDH16A1	FPP_11		
ALDH1A1	FPP_11		
ALDH6A1	FPP_11		
ALDH7A1	FPP_11		
ALPK2	FPP_11		
AMBP	FPP_11		
AMDHD1	FPP_11		
ANAPC13	FPP_11		
ANAPC16	FPP_11		
ANAPC4	FPP_11		
ANKRD30BL	FPP_11		
ANKRD35	FPP_11		
ANLN	FPP_11		
AP002495.1	FPP_11		
APCDD1L	FPP_11		
APLP2	FPP_11		
ARHGAP12	FPP_11		
ARHGAP18	FPP_11		
ARHGAP21	FPP_11		
ARHGAP44	FPP_11		
ARHGEF1	FPP_11		
ARID1B	FPP_11		
ARID2	FPP_11		
ARL10	FPP_11		
ARL17A	FPP_11		
ARMC12	FPP_11		
ARMC7	FPP_11		
ARMH1	FPP_11		
ARSG	FPP_11		
ASAH2B	FPP_11		
ASB13	FPP_11		
ASCL4	FPP_11		
ASL	FPP_11		
ASPM	FPP_11		
ATAD1	FPP_11		
ATF3	FPP_11		
ATF6	FPP_11		
ATF7IP	FPP_11		
ATG9B	FPP_11		
ATIC	FPP_11		
ATOX1	FPP_11		
ATP2A3	FPP_11		
ATP6V0A4	FPP_11		
ATP6V1A	FPP_11		
ATP6V1B1	FPP_11		
ATP6V1E1	FPP_11		
ATP8A1	FPP_11		
AVIL	FPP_11		
AVL9	FPP_11		
AXIN1	FPP_11		
B3GLCT	FPP_11		
BAMBI	FPP_11		
BANK1	FPP_11		
BAZ1B	FPP_11		
BBIP1	FPP_11		
BBOX1	FPP_11		
BBS7	FPP_11		
BCAM	FPP_11		
BCAT1	FPP_11		
BCL2L11	FPP_11		
BDNF	FPP_11		
BICDL2	FPP_11		
BLOC1S1	FPP_11		
BMP1	FPP_11		
BMP7	FPP_11		
BPIFB1	FPP_11		
BRINP3	FPP_11		
BRSK2	FPP_11		
BTAF1	FPP_11		
BTBD11	FPP_11		
BZW2	FPP_11		
C11orf65	FPP_11		
C11orf71	FPP_11		
C12orf10	FPP_11		
C15orf41	FPP_11		
C16orf71	FPP_11		
C19orf47	FPP_11		
C1GALT1	FPP_11		
C1orf105	FPP_11		
C1orf158	FPP_11		
C1orf210	FPP_11		
C1orf43	FPP_11		
C1orf50	FPP_11		
C1orf52	FPP_11		
C1orf94	FPP_11		
C1QL4	FPP_11		
C1QTNF9B	FPP_11		
C22orf39	FPP_11		
C2orf50	FPP_11		
C2orf76	FPP_11		
C2orf91	FPP_11		
C3orf49	FPP_11		
C4orf17	FPP_11		
C4orf33	FPP_11		
C5orf22	FPP_11		
C6orf132	FPP_11		
C6orf58	FPP_11		
C8orf58	FPP_11		
CAB39L	FPP_11		
CACNA1G	FPP_11		
CACNA2D1	FPP_11		
CAND2	FPP_11		
CAPN12	FPP_11		
CAPN7	FPP_11		
CASP2	FPP_11		
CASP6	FPP_11		
CATSPER2	FPP_11		
CCDC110	FPP_11		
CCDC14	FPP_11		
CCDC154	FPP_11		
CCDC169	FPP_11		
CCDC173	FPP_11		
CCDC184	FPP_11		
CCDC3	FPP_11		
CCDC96	FPP_11		
CCL20	FPP_11		
CCL28	FPP_11		
CCNE1	FPP_11		
CCNT2	FPP_11		
CCP110	FPP_11		
CCT6B	FPP_11		
CD14	FPP_11		
CD1D	FPP_11		
CD302	FPP_11		
CD3D	FPP_11		
CD47	FPP_11		
CDC123	FPP_11		
CDC26	FPP_11		
CDC37	FPP_11		
CDC42	FPP_11		
CDC42EP2	FPP_11		
CDCA7	FPP_11		
CDCA7L	FPP_11		
CDH3	FPP_11		
CDH6	FPP_11		
CDH8	FPP_11		
CDIP1	FPP_11		
CDK3	FPP_11		
CDK5	FPP_11		
CDKN1B	FPP_11		
CDO1	FPP_11		
CDR2	FPP_11		
CDS1	FPP_11		
CDS2	FPP_11		
CENPQ	FPP_11		
CENPX	FPP_11		
CEP164	FPP_11		
CEP57	FPP_11		
CEP68	FPP_11		
CEP85	FPP_11		
CFAP20	FPP_11		
CFAP45	FPP_11		
CFAP58	FPP_11		
CFAP70	FPP_11		
CHN1	FPP_11		
CHRNB1	FPP_11		
CHRND	FPP_11		
CHST3	FPP_11		
CHTOP	FPP_11		
CHURC1	FPP_11		
CIDEA	FPP_11		
CKLF	FPP_11		
CLASP1	FPP_11		
CLDN15	FPP_11		
CLDN19	FPP_11		
CLDN23	FPP_11		
CLEC18A	FPP_11		
CLIP4	FPP_11		
CLN5	FPP_11		
CMBL	FPP_11		
CMTM4	FPP_11		
CNGA3	FPP_11		
CNKSR1	FPP_11		
CNTNAP1	FPP_11		
COA1	FPP_11		
COASY	FPP_11		
COG7	FPP_11		
COL23A1	FPP_11		
COL24A1	FPP_11		
COL2A1	FPP_11		
COLEC10	FPP_11		
COLGALT2	FPP_11		
COQ2	FPP_11		
COX14	FPP_11		
COX6A2	FPP_11		
COX8C	FPP_11		
CPN2	FPP_11		
CPNE2	FPP_11		
CPTP	FPP_11		
CRHR1	FPP_11		
CRIPT	FPP_11		
CRTC1	FPP_11		
CRYL1	FPP_11		
CSE1L	FPP_11		
CSF1R	FPP_11		
CSNK2A3	FPP_11		
CSPG4	FPP_11		
CTD-2541M15.4	FPP_11		
CTSL	FPP_11		
CYB5R1	FPP_11		
CYP27B1	FPP_11		
CYP4X1	FPP_11		
CYS1	FPP_11		
DACT1	FPP_11		
DAW1	FPP_11		
DAZAP1	FPP_11		
DBH	FPP_11		
DCAF10	FPP_11		
DCAF4	FPP_11		
DCAF7	FPP_11		
DCDC1	FPP_11		
DCLK1	FPP_11		
DCLK3	FPP_11		
DCLRE1B	FPP_11		
DCP1B	FPP_11		
DCUN1D2	FPP_11		
DDX1	FPP_11		
DDX11	FPP_11		
DDX21	FPP_11		
DDX47	FPP_11		
DEK	FPP_11		
DENND2D	FPP_11		
DES	FPP_11		
DGKI	FPP_11		
DHFR2	FPP_11		
DHRS4	FPP_11		
DHX30	FPP_11		
DIO3	FPP_11		
DIP2B	FPP_11		
DIS3L	FPP_11		
DKK3	FPP_11		
DLG2	FPP_11		
DMBX1	FPP_11		
DNA2	FPP_11		
DNAAF5	FPP_11		
DNAH11	FPP_11		
DNAH5	FPP_11		
DNAJA1	FPP_11		
DNASE1	FPP_11		
DNM2	FPP_11		
DNM3	FPP_11		
DOCK6	FPP_11		
DOK4	FPP_11		
DPP10	FPP_11		
DPP3	FPP_11		
DRG2	FPP_11		
DTNA	FPP_11		
DUSP10	FPP_11		
DUSP3	FPP_11		
DUSP7	FPP_11		
DVL3	FPP_11		
DYNLRB1	FPP_11		
DYRK3	FPP_11		
DZIP1	FPP_11		
ECE1	FPP_11		
ECHDC3	FPP_11		
ECT2L	FPP_11		
EFCAB11	FPP_11		
EFHB	FPP_11		
EFHD1	FPP_11		
EFNA1	FPP_11		
EFR3B	FPP_11		
EHMT2	FPP_11		
EIF5B	FPP_11		
ELAC1	FPP_11		
ELAC2	FPP_11		
ELF2	FPP_11		
ELK3	FPP_11		
ELOB	FPP_11		
ELP1	FPP_11		
ELP2	FPP_11		
EMC9	FPP_11		
ENDOD1	FPP_11		
ENPEP	FPP_11		
ENTPD3	FPP_11		
ENTPD5	FPP_11		
ENY2	FPP_11		
EPHA6	FPP_11		
EPHX1	FPP_11		
EPN2	FPP_11		
ERBB3	FPP_11		
ERCC6L2	FPP_11		
ERCC8	FPP_11		
EREG	FPP_11		
ESS2	FPP_11		
EXOSC2	FPP_11		
F5	FPP_11		
FABP7	FPP_11		
FADS3	FPP_11		
FAM110B	FPP_11		
FAM160A2	FPP_11		
FAM161B	FPP_11		
FAM167A	FPP_11		
FAM171A1	FPP_11		
FAM218A	FPP_11		
FAM221A	FPP_11		
FAM240C	FPP_11		
FAM49B	FPP_11		
FAM71A	FPP_11		
FAM81A	FPP_11		
FAM83B	FPP_11		
FAM83E	FPP_11		
FANCD2	FPP_11		
FANCG	FPP_11		
FAS	FPP_11		
FBXL15	FPP_11		
FBXL2	FPP_11		
FBXL4	FPP_11		
FBXO21	FPP_11		
FBXO44	FPP_11		
FBXO45	FPP_11		
FBXO6	FPP_11		
FCHSD1	FPP_11		
FCHSD2	FPP_11		
FCRLB	FPP_11		
FDFT1	FPP_11		
FGFR1	FPP_11		
FGFR1OP	FPP_11		
FGFR4	FPP_11		
FIBIN	FPP_11		
FKBP15	FPP_11		
FKBP3	FPP_11		
FKTN	FPP_11		
FMC1	FPP_11		
FNBP4	FPP_11		
FNDC1	FPP_11		
FNDC11	FPP_11		
FNDC3A	FPP_11		
FOXD2	FPP_11		
FOXK2	FPP_11		
FOXN2	FPP_11		
FOXP4	FPP_11		
FREM2	FPP_11		
FSD1	FPP_11		
FSHR	FPP_11		
FTCDNL1	FPP_11		
FUCA1	FPP_11		
FUOM	FPP_11		
FUS	FPP_11		
FXYD4	FPP_11		
GADL1	FPP_11		
GALNT11	FPP_11		
GASK1B	FPP_11		
GBP1	FPP_11		
GBP2	FPP_11		
GDF6	FPP_11		
GDNF	FPP_11		
GFOD1	FPP_11		
GGA2	FPP_11		
GJC2	FPP_11		
GLDN	FPP_11		
GLIPR1	FPP_11		
GLP1R	FPP_11		
GMPPB	FPP_11		
GNAI2	FPP_11		
GNAS	FPP_11		
GNMT	FPP_11		
GNPDA2	FPP_11		
GPATCH8	FPP_11		
GPR1	FPP_11		
GPR19	FPP_11		
GPR61	FPP_11		
GPR62	FPP_11		
GPRC5B	FPP_11		
GPRIN3	FPP_11		
GRAMD1A	FPP_11		
GRB2	FPP_11		
GRIA1	FPP_11		
GRK2	FPP_11		
GRM1	FPP_11		
GRWD1	FPP_11		
GSAP	FPP_11		
GSC	FPP_11		
GTF2B	FPP_11		
GTF2H2C	FPP_11		
GTF3C6	FPP_11		
GTPBP10	FPP_11		
GUF1	FPP_11		
GUK1	FPP_11		
HACD1	FPP_11		
HACE1	FPP_11		
HADHB	FPP_11		
HAUS2	FPP_11		
HCST	FPP_11		
HDDC2	FPP_11		
HES5	FPP_11		
HGFAC	FPP_11		
HIF1A	FPP_11		
HIGD2A	FPP_11		
HIST1H2BK	FPP_11		
HIST2H2AB	FPP_11		
HIST3H2A	FPP_11		
HJURP	FPP_11		
HLA-DMB	FPP_11		
HLA-DQB1	FPP_11		
HLA-DRA	FPP_11		
HLTF	FPP_11		
HMGN3	FPP_11		
HMX1	FPP_11		
HOGA1	FPP_11		
HOMEZ	FPP_11		
HOXD9	FPP_11		
HP1BP3	FPP_11		
HRH1	FPP_11		
HSF5	FPP_11		
HSPA12A	FPP_11		
HSPA6	FPP_11		
HYI	FPP_11		
HYOU1	FPP_11		
ICA1	FPP_11		
ICAM3	FPP_11		
ICAM4	FPP_11		
IDH1	FPP_11		
IDH3A	FPP_11		
IER3IP1	FPP_11		
IFIT3	FPP_11		
IFIT5	FPP_11		
IFITM2	FPP_11		
IFT46	FPP_11		
IGF2	FPP_11		
IKBIP	FPP_11		
IL17RA	FPP_11		
IL18	FPP_11		
IL1RAP	FPP_11		
ILVBL	FPP_11		
IMMP2L	FPP_11		
IMMT	FPP_11		
ING1	FPP_11		
INKA1	FPP_11		
INO80B	FPP_11		
INPP4A	FPP_11		
INSIG1	FPP_11		
INSIG2	FPP_11		
INTS13	FPP_11		
IP6K2	FPP_11		
IQCA1	FPP_11		
IQCE	FPP_11		
IQUB	FPP_11		
